post_id,user_id,caption,hashtags,likes,comments,share,timestamp
1,2,Healthy breakfast,#healthy,542,24,89,2024-01-01 00:00:00
2,2,Throwback to summer,#summer,595,25,106,2024-01-01 01:00:00
3,14,Road trip,#roadtrip,676,21,102,2024-01-01 02:00:00
4,17,Exploring the mountains,#hiking,460,47,89,2024-01-01 03:00:00
5,9,Family time,#qualitytime,360,31,33,2024-01-01 04:00:00
6,19,Healthy living,#healthyliving,483,34,59,2024-01-01 05:00:00
7,11,I am feeling very happy,#feel,237,23,36,2024-01-01 06:00:00
8,6,Travel goals,#adventure,462,28,44,2024-01-01 07:00:00
9,9,Road trip,#roadtrip,296,34,30,2024-01-01 08:00:00
10,12,Hiking adventures,#adventure,211,30,29,2024-01-01 09:00:00
11,7,City lights,#nightlife,476,53,68,2024-01-01 10:00:00
12,4,Morning vibes,#sunrise,444,41,25,2024-01-01 11:00:00
13,1,Beach day,#sand,728,58,131,2024-01-01 12:00:00
14,9,Feeling blessed,#blessed,407,29,69,2024-01-01 13:00:00
15,4,Travel goals,#explore,486,44,90,2024-01-01 14:00:00
16,10,Travel goals,#adventure,252,20,48,2024-01-01 15:00:00
17,18,a sad day for us all,#sad,323,25,20,2024-01-01 16:00:00
18,2,Feeling blessed,#grateful,476,31,41,2024-01-01 17:00:00
19,8,Healthy breakfast,#food,688,61,83,2024-01-01 18:00:00
20,19,Sunset views,#sunset,881,58,87,2024-01-01 19:00:00
21,14,Beach day,#sun,1124,35,75,2024-01-01 20:00:00
22,14,Workout motivation,#fitness,855,32,64,2024-01-01 21:00:00
23,17,Throwback to summer,#summer,750,76,123,2024-01-01 22:00:00
24,4,Weekend getaway,#getaway,669,65,65,2024-01-01 23:00:00
25,4,Road trip,#travel,538,47,80,2024-01-02 00:00:00
26,3,"sad to say, she never lived to see it",#lived,196,8,35,2024-01-02 01:00:00
27,2,it makes me sad,#trauma,417,33,77,2024-01-02 02:00:00
28,4,I am feeling very happy,#joy,497,51,55,2024-01-02 03:00:00
29,6,Beach day,#sun,551,29,28,2024-01-02 04:00:00
30,2,Morning vibes,#morning,517,26,40,2024-01-02 05:00:00
31,3,"they looked at her with sad, anxious faces",#faces,172,10,19,2024-01-02 06:00:00
32,15,I am feeling very sad,#low,338,12,57,2024-01-02 07:00:00
33,8,Exploring the mountains,#mountains,475,42,58,2024-01-02 08:00:00
34,18,Coffee time,#caffeine,395,34,59,2024-01-02 09:00:00
35,19,"they looked at her with sad, anxious faces",#sad,509,38,59,2024-01-02 10:00:00
36,6,Enjoying the sunset,#nature,770,42,148,2024-01-02 11:00:00
37,15,the sad fact is that he's lost his touch,#touch,252,13,34,2024-01-02 12:00:00
38,12,Travel goals,#adventure,273,39,41,2024-01-02 13:00:00
39,20,a sad day for us all,#all,637,14,61,2024-01-02 14:00:00
40,11,Healthy living,#wellness,311,21,59,2024-01-02 15:00:00
41,16,Hiking adventures,#adventure,578,53,63,2024-01-02 16:00:00
42,13,I am feeling very sad,#feel,877,16,64,2024-01-02 17:00:00
43,18,Coffee time,#caffeine,555,49,34,2024-01-02 18:00:00
44,13,the sad fact is that he's lost his touch,#sad,1294,26,87,2024-01-02 19:00:00
45,16,Family time,#family,826,70,144,2024-01-02 20:00:00
46,13,Morning vibes,#freshstart,953,25,90,2024-01-02 21:00:00
47,5,I am feeling very sad,#feel,785,22,141,2024-01-02 22:00:00
48,17,Coffee time,#caffeine,861,71,45,2024-01-02 23:00:00
49,6,I am feeling very happy,#joy,470,30,55,2024-01-03 00:00:00
50,4,Travel goals,#travel,546,49,38,2024-01-03 01:00:00
51,15,Healthy living,#healthyliving,253,13,48,2024-01-03 02:00:00
52,4,Chasing waterfalls,#nature,525,48,81,2024-01-03 03:00:00
53,10,Love this beach,#sun,193,17,32,2024-01-03 04:00:00
54,15,I am feeling very sad,#feel,280,12,22,2024-01-03 05:00:00
55,3,Love this beach,#sun,208,11,16,2024-01-03 06:00:00
56,17,a sad day for us all,#day,519,53,93,2024-01-03 07:00:00
57,9,Sunset views,#sunset,349,32,24,2024-01-03 08:00:00
58,6,Family time,#love,444,29,59,2024-01-03 09:00:00
59,10,Feeling blessed,#grateful,197,22,32,2024-01-03 10:00:00
60,11,Dinner with friends,#friends,314,19,19,2024-01-03 11:00:00
61,1,Workout motivation,#workout,957,56,111,2024-01-03 12:00:00
62,9,"they looked at her with sad, anxious faces",#sad,426,30,32,2024-01-03 13:00:00
63,15,Weekend getaway,#travel,271,9,48,2024-01-03 14:00:00
64,12,Weekend getaway,#getaway,215,39,18,2024-01-03 15:00:00
65,5,the sad fact is that he's lost his touch,#lost,678,17,116,2024-01-03 16:00:00
66,2,a sad day for us all,#all,492,34,97,2024-01-03 17:00:00
67,19,Travel goals,#explore,1036,55,93,2024-01-03 18:00:00
68,10,Beach day,#sun,304,26,19,2024-01-03 19:00:00
69,10,Love this beach,#beach,351,25,43,2024-01-03 20:00:00
70,17,Dinner with friends,#goodtimes,807,72,50,2024-01-03 21:00:00
71,16,it makes me sad,#trauma,832,86,145,2024-01-03 22:00:00
72,6,Throwback to summer,#memories,588,41,78,2024-01-03 23:00:00
73,17,Exploring the mountains,#nature,483,47,58,2024-01-04 00:00:00
74,4,the sad fact is that he's lost his touch,#sad,478,50,68,2024-01-04 01:00:00
75,7,Love this beach,#beach,392,45,22,2024-01-04 02:00:00
76,2,"sad to say, she never lived to see it",#lived,589,31,78,2024-01-04 03:00:00
77,20,Love this beach,#ocean,505,16,62,2024-01-04 04:00:00
78,12,Sunset views,#sky,210,33,14,2024-01-04 05:00:00
79,20,Road trip,#roadtrip,502,17,43,2024-01-04 06:00:00
80,10,Family time,#love,252,20,33,2024-01-04 07:00:00
81,20,a sad day for us all,#all,479,16,91,2024-01-04 08:00:00
82,13,Road trip,#roadtrip,713,14,109,2024-01-04 09:00:00
83,10,a sad day for us all,#sad,219,22,36,2024-01-04 10:00:00
84,2,"sad to say, she never lived to see it",sad,465,30,31,2024-01-04 11:00:00
85,17,I am feeling very sad,#low,454,44,70,2024-01-04 12:00:00
86,10,Hiking adventures,#adventure,225,18,24,2024-01-04 13:00:00
87,9,Healthy living,#wellness,386,38,36,2024-01-04 14:00:00
88,20,Healthy living,#healthyliving,474,17,77,2024-01-04 15:00:00
89,1,Weekend getaway,#travel,900,51,111,2024-01-04 16:00:00
90,1,Weekend getaway,#weekend,901,54,166,2024-01-04 17:00:00
91,15,Hiking adventures,#hiking,534,15,29,2024-01-04 18:00:00
92,1,Exploring the mountains,#nature,1040,86,180,2024-01-04 19:00:00
93,5,Healthy breakfast,#breakfast,824,25,71,2024-01-04 20:00:00
94,8,a sad day for us all,#all,538,55,46,2024-01-04 21:00:00
95,16,Road trip,#travel,853,79,136,2024-01-04 22:00:00
96,10,Feeling blessed,#grateful,296,34,57,2024-01-04 23:00:00
97,2,Healthy breakfast,#food,594,29,100,2024-01-05 00:00:00
98,5,"sad to say, she never lived to see it",#lived,570,15,85,2024-01-05 01:00:00
99,2,Healthy living,#wellness,492,27,49,2024-01-05 02:00:00
100,11,I am feeling very happy,#happy,245,18,43,2024-01-05 03:00:00
101,12,I am feeling very happy,#joy,190,37,34,2024-01-05 04:00:00
102,17,Love this beach,#sun,472,58,25,2024-01-05 05:00:00
103,7,Sunset views,#sunset,352,52,38,2024-01-05 06:00:00
104,2,Coffee time,#morning,407,28,28,2024-01-05 07:00:00
105,1,Throwback to summer,#memories,906,55,152,2024-01-05 08:00:00
106,19,Workout motivation,#fitness,624,35,116,2024-01-05 09:00:00
107,13,Enjoying the sunset,#nature,1044,28,194,2024-01-05 10:00:00
108,11,Feeling blessed,#thankful,264,22,16,2024-01-05 11:00:00
109,3,Family time,#love,232,8,12,2024-01-05 12:00:00
110,11,Enjoying the sunset,#nature,430,28,58,2024-01-05 13:00:00
111,3,Family time,#love,200,8,16,2024-01-05 14:00:00
112,17,"sad to say, she never lived to see it",sad,577,43,78,2024-01-05 15:00:00
113,2,Coffee time,#morning,433,32,39,2024-01-05 16:00:00
114,14,Workout motivation,#fitness,730,23,43,2024-01-05 17:00:00
115,6,I am feeling very sad,#low,579,44,32,2024-01-05 18:00:00
116,15,the sad fact is that he's lost his touch,#lost,544,15,73,2024-01-05 19:00:00
117,17,Coffee time,#coffee,813,75,136,2024-01-05 20:00:00
118,5,I am feeling very happy,#happy,1032,18,196,2024-01-05 21:00:00
119,11,Exploring the mountains,#nature,407,32,20,2024-01-05 22:00:00
120,9,"they looked at her with sad, anxious faces",#faces,532,45,73,2024-01-05 23:00:00
121,17,Exploring the mountains,#hiking,579,42,94,2024-01-06 00:00:00
122,13,"they looked at her with sad, anxious faces",#sad,625,13,105,2024-01-06 01:00:00
123,8,Weekend getaway,#weekend,339,51,49,2024-01-06 02:00:00
124,4,Dinner with friends,#friends,637,58,45,2024-01-06 03:00:00
125,4,Healthy breakfast,#breakfast,535,52,91,2024-01-06 04:00:00
126,11,Exploring the mountains,#mountains,246,17,47,2024-01-06 05:00:00
127,18,Coffee time,#morning,309,28,22,2024-01-06 06:00:00
128,1,Enjoying the sunset,#sunset,1086,72,83,2024-01-06 07:00:00
129,16,I am feeling very sad,#low,551,42,93,2024-01-06 08:00:00
130,9,Hiking adventures,#hiking,399,37,76,2024-01-06 09:00:00
131,20,I am feeling very sad,#low,479,16,74,2024-01-06 10:00:00
132,12,Feeling blessed,#grateful,244,35,26,2024-01-06 11:00:00
133,18,the sad fact is that he's lost his touch,#sad,390,33,65,2024-01-06 12:00:00
134,1,Healthy living,#fitness,686,59,69,2024-01-06 13:00:00
135,17,Chasing waterfalls,#waterfalls,434,57,63,2024-01-06 14:00:00
136,8,Healthy living,#wellness,335,48,64,2024-01-06 15:00:00
137,16,City lights,#city,457,45,37,2024-01-06 16:00:00
138,18,Family time,#love,349,26,62,2024-01-06 17:00:00
139,3,Travel goals,#travel,295,14,41,2024-01-06 18:00:00
140,8,Chasing waterfalls,#waterfalls,699,81,38,2024-01-06 19:00:00
141,15,Chasing waterfalls,#hiking,514,18,30,2024-01-06 20:00:00
142,10,I am feeling very sad,#feel,401,33,50,2024-01-06 21:00:00
143,1,"sad to say, she never lived to see it",sad,992,80,164,2024-01-06 22:00:00
144,18,Morning vibes,#sunrise,594,37,51,2024-01-06 23:00:00
145,5,Healthy living,#wellness,479,12,31,2024-01-07 00:00:00
146,17,"they looked at her with sad, anxious faces",#sad,529,46,80,2024-01-07 01:00:00
147,9,Morning vibes,#freshstart,354,31,22,2024-01-07 02:00:00
148,4,it makes me sad,#stress,517,57,59,2024-01-07 03:00:00
149,10,I am feeling very happy,#joy,283,19,54,2024-01-07 04:00:00
150,4,Exploring the mountains,#nature,452,44,39,2024-01-07 05:00:00
151,6,"sad to say, she never lived to see it",#lived,540,32,29,2024-01-07 06:00:00
152,9,Chasing waterfalls,#waterfalls,293,40,54,2024-01-07 07:00:00
153,18,Healthy breakfast,#breakfast,291,30,47,2024-01-07 08:00:00
154,5,Enjoying the sunset,#evening,746,24,128,2024-01-07 09:00:00
155,16,Healthy breakfast,#healthy,490,55,42,2024-01-07 10:00:00
156,2,it makes me sad,#depression,452,34,58,2024-01-07 11:00:00
157,4,Hiking adventures,#adventure,588,54,31,2024-01-07 12:00:00
158,5,Throwback to summer,#summer,462,14,44,2024-01-07 13:00:00
159,5,City lights,#urban,484,16,77,2024-01-07 14:00:00
160,14,Beach day,#beach,725,19,138,2024-01-07 15:00:00
161,9,Healthy living,#fitness,303,33,40,2024-01-07 16:00:00
162,17,it makes me sad,#depression,471,56,68,2024-01-07 17:00:00
163,11,I am feeling very sad,#feel,477,27,49,2024-01-07 18:00:00
164,17,Exploring the mountains,#hiking,881,73,161,2024-01-07 19:00:00
165,4,Sunset views,#sunset,745,68,52,2024-01-07 20:00:00
166,9,Hiking adventures,#hiking,647,58,76,2024-01-07 21:00:00
167,1,Morning vibes,#morning,1396,74,170,2024-01-07 22:00:00
168,7,Road trip,#travel,720,70,135,2024-01-07 23:00:00
169,8,Chasing waterfalls,#waterfalls,475,40,94,2024-01-08 00:00:00
170,9,Road trip,#roadtrip,298,33,47,2024-01-08 01:00:00
171,15,the sad fact is that he's lost his touch,#touch,360,12,24,2024-01-08 02:00:00
172,11,Chasing waterfalls,#hiking,277,20,52,2024-01-08 03:00:00
173,12,I am feeling very sad,#feel,274,36,30,2024-01-08 04:00:00
174,2,Road trip,#travel,524,35,104,2024-01-08 05:00:00
175,18,Enjoying the sunset,#sunset,557,40,106,2024-01-08 06:00:00
176,20,Throwback to summer,#summer,645,16,83,2024-01-08 07:00:00
177,4,Love this beach,#ocean,454,59,77,2024-01-08 08:00:00
178,3,Hiking adventures,#outdoors,195,10,25,2024-01-08 09:00:00
179,20,the sad fact is that he's lost his touch,#lost,565,18,65,2024-01-08 10:00:00
180,7,Morning vibes,#sunrise,421,45,84,2024-01-08 11:00:00
181,16,Healthy breakfast,#breakfast,563,58,77,2024-01-08 12:00:00
182,5,Feeling blessed,#thankful,463,12,80,2024-01-08 13:00:00
183,18,"sad to say, she never lived to see it",#lived,400,27,44,2024-01-08 14:00:00
184,15,Sunset views,#sky,363,14,69,2024-01-08 15:00:00
185,20,Travel goals,#adventure,618,16,69,2024-01-08 16:00:00
186,2,Healthy breakfast,#food,512,25,60,2024-01-08 17:00:00
187,19,Hiking adventures,#adventure,1000,47,97,2024-01-08 18:00:00
188,5,the sad fact is that he's lost his touch,#touch,954,18,148,2024-01-08 19:00:00
189,15,Hiking adventures,#outdoors,380,15,20,2024-01-08 20:00:00
190,18,the sad fact is that he's lost his touch,#touch,597,48,87,2024-01-08 21:00:00
191,18,Sunset views,#sky,549,49,71,2024-01-08 22:00:00
192,14,Weekend getaway,#weekend,1081,35,142,2024-01-08 23:00:00
193,11,Healthy breakfast,#breakfast,222,17,44,2024-01-09 00:00:00
194,19,"sad to say, she never lived to see it",#lived,490,37,57,2024-01-09 01:00:00
195,10,Morning vibes,#morning,280,22,50,2024-01-09 02:00:00
196,14,Love this beach,#beach,642,24,59,2024-01-09 03:00:00
197,13,Travel goals,#adventure,866,13,131,2024-01-09 04:00:00
198,6,Travel goals,#explore,412,32,51,2024-01-09 05:00:00
199,7,it makes me sad,#depression,483,47,46,2024-01-09 06:00:00
200,14,Love this beach,#ocean,668,18,76,2024-01-09 07:00:00
201,7,Feeling blessed,#blessed,470,48,26,2024-01-09 08:00:00
202,9,Workout motivation,#fitness,320,31,30,2024-01-09 09:00:00
203,15,Love this beach,#sun,264,13,35,2024-01-09 10:00:00
204,6,Coffee time,#caffeine,372,34,32,2024-01-09 11:00:00
205,15,Family time,#family,335,13,42,2024-01-09 12:00:00
206,18,a sad day for us all,#all,307,30,47,2024-01-09 13:00:00
207,20,Enjoying the sunset,#nature,852,26,134,2024-01-09 14:00:00
208,2,Sunset views,#sunset,540,32,91,2024-01-09 15:00:00
209,20,"sad to say, she never lived to see it",#lived,502,13,82,2024-01-09 16:00:00
210,5,I am feeling very happy,#happy,687,12,40,2024-01-09 17:00:00
211,16,Exploring the mountains,#hiking,771,86,99,2024-01-09 18:00:00
212,20,Feeling blessed,#blessed,858,24,153,2024-01-09 19:00:00
213,17,"sad to say, she never lived to see it",#lived,678,69,37,2024-01-09 20:00:00
214,10,Sunset views,#sky,390,24,39,2024-01-09 21:00:00
215,5,Morning vibes,#freshstart,737,25,65,2024-01-09 22:00:00
216,8,I am feeling very happy,#joy,600,72,64,2024-01-09 23:00:00
217,10,Chasing waterfalls,#hiking,250,20,42,2024-01-10 00:00:00
218,17,Throwback to summer,#summer,519,54,80,2024-01-10 01:00:00
219,9,the sad fact is that he's lost his touch,#sad,428,28,64,2024-01-10 02:00:00
220,2,Beach day,#sun,499,25,29,2024-01-10 03:00:00
221,6,Road trip,#travel,516,25,71,2024-01-10 04:00:00
222,10,I am feeling very happy,#happy,230,16,42,2024-01-10 05:00:00
223,12,Road trip,#travel,209,40,38,2024-01-10 06:00:00
224,6,Hiking adventures,#outdoors,460,27,78,2024-01-10 07:00:00
225,4,I am feeling very sad,#low,512,42,27,2024-01-10 08:00:00
226,3,Hiking adventures,#outdoors,176,8,27,2024-01-10 09:00:00
227,20,Chasing waterfalls,#nature,548,15,67,2024-01-10 10:00:00
228,15,I am feeling very happy,#feel,278,12,32,2024-01-10 11:00:00
229,17,Road trip,#roadtrip,510,49,96,2024-01-10 12:00:00
230,1,a sad day for us all,#day,924,42,182,2024-01-10 13:00:00
231,14,it makes me sad,#stress,535,22,34,2024-01-10 14:00:00
232,18,Coffee time,#caffeine,316,29,17,2024-01-10 15:00:00
233,9,Sunset views,#sky,293,36,34,2024-01-10 16:00:00
234,10,Coffee time,#coffee,265,22,28,2024-01-10 17:00:00
235,8,Workout motivation,#fitness,731,70,101,2024-01-10 18:00:00
236,17,"they looked at her with sad, anxious faces",#anxious,800,88,148,2024-01-10 19:00:00
237,14,Family time,#love,1046,37,113,2024-01-10 20:00:00
238,17,Healthy breakfast,#breakfast,595,70,64,2024-01-10 21:00:00
239,8,Throwback to summer,#memories,524,57,29,2024-01-10 22:00:00
240,4,Chasing waterfalls,#nature,909,66,108,2024-01-10 23:00:00
241,5,Chasing waterfalls,#nature,640,13,104,2024-01-11 00:00:00
242,14,Throwback to summer,#summer,597,17,87,2024-01-11 01:00:00
243,15,Hiking adventures,#outdoors,276,13,52,2024-01-11 02:00:00
244,18,"they looked at her with sad, anxious faces",#faces,300,24,30,2024-01-11 03:00:00
245,15,Morning vibes,#morning,317,11,19,2024-01-11 04:00:00
246,7,Road trip,#roadtrip,352,49,23,2024-01-11 05:00:00
247,3,Feeling blessed,#grateful,200,10,21,2024-01-11 06:00:00
248,2,I am feeling very sad,#feel,553,35,62,2024-01-11 07:00:00
249,15,Weekend getaway,#getaway,313,13,35,2024-01-11 08:00:00
250,18,Exploring the mountains,#mountains,286,35,15,2024-01-11 09:00:00
251,3,"sad to say, she never lived to see it",sad,225,11,23,2024-01-11 10:00:00
252,17,Beach day,#sun,397,57,51,2024-01-11 11:00:00
253,19,the sad fact is that he's lost his touch,#lost,508,36,89,2024-01-11 12:00:00
254,19,Coffee time,#coffee,701,39,117,2024-01-11 13:00:00
255,11,Hiking adventures,#hiking,259,21,42,2024-01-11 14:00:00
256,18,the sad fact is that he's lost his touch,#touch,404,35,23,2024-01-11 15:00:00
257,12,Family time,#love,206,29,32,2024-01-11 16:00:00
258,19,Enjoying the sunset,#nature,928,47,48,2024-01-11 17:00:00
259,2,Healthy living,#wellness,814,49,109,2024-01-11 18:00:00
260,10,Sunset views,#views,286,26,27,2024-01-11 19:00:00
261,13,Dinner with friends,#goodtimes,962,28,92,2024-01-11 20:00:00
262,8,Dinner with friends,#dinner,618,61,123,2024-01-11 21:00:00
263,3,"sad to say, she never lived to see it",sad,250,14,18,2024-01-11 22:00:00
264,6,Throwback to summer,#throwback,794,52,100,2024-01-11 23:00:00
265,7,I am feeling very happy,#feel,443,47,53,2024-01-12 00:00:00
266,15,Sunset views,#views,254,11,21,2024-01-12 01:00:00
267,11,Exploring the mountains,#hiking,218,17,30,2024-01-12 02:00:00
268,5,Healthy living,#wellness,566,15,96,2024-01-12 03:00:00
269,4,Feeling blessed,#thankful,543,58,72,2024-01-12 04:00:00
270,10,Healthy breakfast,#food,214,16,15,2024-01-12 05:00:00
271,9,Beach day,#sand,371,33,60,2024-01-12 06:00:00
272,2,"they looked at her with sad, anxious faces",#faces,448,34,86,2024-01-12 07:00:00
273,6,Love this beach,#ocean,480,35,70,2024-01-12 08:00:00
274,3,Hiking adventures,#adventure,223,10,42,2024-01-12 09:00:00
275,17,Sunset views,#sky,518,46,39,2024-01-12 10:00:00
276,20,I am feeling very sad,#feel,510,13,59,2024-01-12 11:00:00
277,10,Beach day,#sun,200,20,18,2024-01-12 12:00:00
278,20,"they looked at her with sad, anxious faces",#faces,499,17,46,2024-01-12 13:00:00
279,4,Hiking adventures,#adventure,579,47,68,2024-01-12 14:00:00
280,13,Sunset views,#sky,634,17,56,2024-01-12 15:00:00
281,5,Dinner with friends,#goodtimes,650,17,54,2024-01-12 16:00:00
282,9,Travel goals,#explore,416,33,78,2024-01-12 17:00:00
283,8,Family time,#qualitytime,683,65,89,2024-01-12 18:00:00
284,3,the sad fact is that he's lost his touch,#sad,299,14,55,2024-01-12 19:00:00
285,2,Throwback to summer,#throwback,766,51,128,2024-01-12 20:00:00
286,15,Coffee time,#morning,413,16,69,2024-01-12 21:00:00
287,20,Throwback to summer,#memories,808,20,99,2024-01-12 22:00:00
288,1,"they looked at her with sad, anxious faces",#sad,1429,88,207,2024-01-12 23:00:00
289,4,it makes me sad,#depression,469,40,71,2024-01-13 00:00:00
290,4,Love this beach,#ocean,439,43,44,2024-01-13 01:00:00
291,15,Enjoying the sunset,#nature,533,21,78,2024-01-13 02:00:00
292,8,Feeling blessed,#grateful,358,45,19,2024-01-13 03:00:00
293,6,Enjoying the sunset,#nature,586,51,58,2024-01-13 04:00:00
294,11,Family time,#love,294,17,22,2024-01-13 05:00:00
295,8,I am feeling very sad,#sad,342,38,56,2024-01-13 06:00:00
296,2,Family time,#love,588,28,72,2024-01-13 07:00:00
297,3,Road trip,#adventure,162,11,13,2024-01-13 08:00:00
298,5,Hiking adventures,#adventure,524,12,90,2024-01-13 09:00:00
299,14,Sunset views,#sunset,523,21,92,2024-01-13 10:00:00
300,13,I am feeling very sad,#low,604,15,43,2024-01-13 11:00:00
301,20,I am feeling very sad,#feel,653,18,113,2024-01-13 12:00:00
302,20,Sunset views,#sky,531,19,96,2024-01-13 13:00:00
303,10,Workout motivation,#workout,275,22,36,2024-01-13 14:00:00
304,6,Travel goals,#travel,428,35,28,2024-01-13 15:00:00
305,5,Travel goals,#travel,614,16,119,2024-01-13 16:00:00
306,18,City lights,#urban,391,34,56,2024-01-13 17:00:00
307,15,Sunset views,#views,506,19,31,2024-01-13 18:00:00
308,8,Dinner with friends,#dinner,646,68,92,2024-01-13 19:00:00
309,9,Sunset views,#views,501,43,37,2024-01-13 20:00:00
310,7,Coffee time,#morning,624,67,53,2024-01-13 21:00:00
311,4,Chasing waterfalls,#nature,914,88,123,2024-01-13 22:00:00
312,13,I am feeling very sad,#feel,1080,22,105,2024-01-13 23:00:00
313,12,Throwback to summer,#summer,261,29,48,2024-01-14 00:00:00
314,12,Family time,#family,255,38,35,2024-01-14 01:00:00
315,7,Healthy breakfast,#breakfast,448,54,81,2024-01-14 02:00:00
316,3,I am feeling very happy,#joy,231,8,19,2024-01-14 03:00:00
317,8,Hiking adventures,#outdoors,394,50,64,2024-01-14 04:00:00
318,9,Morning vibes,#sunrise,390,30,46,2024-01-14 05:00:00
319,14,Morning vibes,#freshstart,717,17,84,2024-01-14 06:00:00
320,6,Chasing waterfalls,#nature,394,26,70,2024-01-14 07:00:00
321,11,Coffee time,#morning,239,20,25,2024-01-14 08:00:00
322,6,Healthy breakfast,#breakfast,508,34,67,2024-01-14 09:00:00
323,19,Morning vibes,#sunrise,680,40,35,2024-01-14 10:00:00
324,9,City lights,#nightlife,365,39,46,2024-01-14 11:00:00
325,18,Healthy breakfast,#food,303,35,44,2024-01-14 12:00:00
326,18,Chasing waterfalls,#waterfalls,389,35,74,2024-01-14 13:00:00
327,7,City lights,#city,401,53,63,2024-01-14 14:00:00
328,16,"they looked at her with sad, anxious faces",#sad,611,57,81,2024-01-14 15:00:00
329,8,Sunset views,#sky,445,54,60,2024-01-14 16:00:00
330,15,it makes me sad,#stress,277,10,29,2024-01-14 17:00:00
331,11,Enjoying the sunset,#sunset,373,29,32,2024-01-14 18:00:00
