post_id,user_id,caption,hashtags,likes,comments,share,timestamp
332,19,Workout motivation,#fitness,744,50,42,2024-01-14 19:00:00
333,12,Exploring the mountains,#mountains,311,51,26,2024-01-14 20:00:00
334,9,a sad day for us all,#day,622,46,85,2024-01-14 21:00:00
335,5,Hiking adventures,#outdoors,814,23,123,2024-01-14 22:00:00
336,13,Family time,#family,895,19,148,2024-01-14 23:00:00
337,20,Sunset views,#sunset,585,14,84,2024-01-15 00:00:00
338,2,City lights,#city,548,33,105,2024-01-15 01:00:00
339,20,Feeling blessed,#blessed,561,13,98,2024-01-15 02:00:00
340,19,Beach day,#sun,585,38,86,2024-01-15 03:00:00
341,11,Healthy living,#wellness,313,23,45,2024-01-15 04:00:00
342,2,Healthy breakfast,#healthy,425,28,82,2024-01-15 05:00:00
343,16,Feeling blessed,#blessed,481,59,94,2024-01-15 06:00:00
344,10,the sad fact is that he's lost his touch,#lost,252,16,13,2024-01-15 07:00:00
345,5,Feeling blessed,#grateful,492,17,94,2024-01-15 08:00:00
346,16,Love this beach,#beach,590,48,103,2024-01-15 09:00:00
347,2,Dinner with friends,#friends,466,27,41,2024-01-15 10:00:00
348,3,Love this beach,#beach,181,10,26,2024-01-15 11:00:00
349,4,Road trip,#roadtrip,556,56,62,2024-01-15 12:00:00
350,7,the sad fact is that he's lost his touch,#sad,398,56,77,2024-01-15 13:00:00
351,9,Travel goals,#adventure,411,30,39,2024-01-15 14:00:00
352,1,Healthy breakfast,#food,895,52,79,2024-01-15 15:00:00
353,14,I am feeling very happy,#happy,515,19,29,2024-01-15 16:00:00
354,14,Travel goals,#travel,631,17,111,2024-01-15 17:00:00
355,4,Healthy living,#fitness,855,67,45,2024-01-15 18:00:00
356,11,Enjoying the sunset,#nature,393,25,36,2024-01-15 19:00:00
357,15,"sad to say, she never lived to see it",sad,508,15,67,2024-01-15 20:00:00
358,2,Coffee time,#morning,723,48,101,2024-01-15 21:00:00
359,4,"they looked at her with sad, anxious faces",#sad,738,79,56,2024-01-15 22:00:00
360,5,Dinner with friends,#dinner,905,21,163,2024-01-15 23:00:00
361,4,Feeling blessed,#blessed,611,50,44,2024-01-16 00:00:00
362,7,Healthy living,#fitness,416,48,48,2024-01-16 01:00:00
363,5,Healthy living,#wellness,681,13,112,2024-01-16 02:00:00
364,8,Sunset views,#sky,420,39,61,2024-01-16 03:00:00
365,20,Throwback to summer,#memories,645,17,92,2024-01-16 04:00:00
366,20,Road trip,#travel,624,17,81,2024-01-16 05:00:00
367,20,Workout motivation,#workout,461,15,43,2024-01-16 06:00:00
368,16,Workout motivation,#motivation,530,45,29,2024-01-16 07:00:00
369,12,I am feeling very sad,#low,190,39,28,2024-01-16 08:00:00
370,20,Love this beach,#sun,611,14,119,2024-01-16 09:00:00
371,2,Workout motivation,#motivation,424,32,37,2024-01-16 10:00:00
372,1,Sunset views,#sky,755,59,79,2024-01-16 11:00:00
373,15,Coffee time,#caffeine,252,10,26,2024-01-16 12:00:00
374,18,I am feeling very sad,#feel,309,26,43,2024-01-16 13:00:00
375,12,Morning vibes,#sunrise,248,29,23,2024-01-16 14:00:00
376,17,Feeling blessed,#blessed,504,39,87,2024-01-16 15:00:00
377,16,Sunset views,#sunset,415,53,35,2024-01-16 16:00:00
378,19,Travel goals,#explore,687,37,126,2024-01-16 17:00:00
379,4,I am feeling very sad,#low,812,84,73,2024-01-16 18:00:00
380,20,Coffee time,#coffee,687,28,40,2024-01-16 19:00:00
381,5,City lights,#city,862,25,83,2024-01-16 20:00:00
382,14,Love this beach,#ocean,858,27,129,2024-01-16 21:00:00
383,14,the sad fact is that he's lost his touch,#lost,883,28,138,2024-01-16 22:00:00
384,14,Healthy breakfast,#breakfast,1021,30,95,2024-01-16 23:00:00
385,11,it makes me sad,#depression,260,17,21,2024-01-17 00:00:00
386,12,I am feeling very sad,#low,202,33,31,2024-01-17 01:00:00
387,3,Dinner with friends,#goodtimes,225,11,41,2024-01-17 02:00:00
388,16,Dinner with friends,#friends,421,49,29,2024-01-17 03:00:00
389,18,Beach day,#sun,377,27,56,2024-01-17 04:00:00
390,7,a sad day for us all,#all,356,48,59,2024-01-17 05:00:00
391,7,the sad fact is that he's lost his touch,#lost,458,45,26,2024-01-17 06:00:00
392,14,Healthy living,#wellness,699,20,127,2024-01-17 07:00:00
393,14,Beach day,#beach,598,22,105,2024-01-17 08:00:00
394,2,a sad day for us all,#day,525,33,40,2024-01-17 09:00:00
395,17,Feeling blessed,#grateful,441,42,60,2024-01-17 10:00:00
396,5,Enjoying the sunset,#nature,825,18,99,2024-01-17 11:00:00
397,3,Travel goals,#explore,181,10,28,2024-01-17 12:00:00
398,5,Healthy breakfast,#food,672,15,105,2024-01-17 13:00:00
399,20,the sad fact is that he's lost his touch,#lost,650,13,120,2024-01-17 14:00:00
400,4,it makes me sad,#depression,463,40,40,2024-01-17 15:00:00
401,4,it makes me sad,#stress,644,40,53,2024-01-17 16:00:00
402,20,Travel goals,#travel,523,16,72,2024-01-17 17:00:00
403,7,Hiking adventures,#adventure,532,61,42,2024-01-17 18:00:00
404,20,I am feeling very happy,#happy,980,26,56,2024-01-17 19:00:00
405,2,Enjoying the sunset,#sunset,805,41,155,2024-01-17 20:00:00
406,12,a sad day for us all,#sad,299,45,38,2024-01-17 21:00:00
407,7,Workout motivation,#workout,644,68,42,2024-01-17 22:00:00
408,7,Road trip,#adventure,576,68,114,2024-01-17 23:00:00
409,6,Sunset views,#sunset,418,29,79,2024-01-18 00:00:00
410,2,I am feeling very sad,#feel,502,30,38,2024-01-18 01:00:00
411,2,Love this beach,#sun,459,30,63,2024-01-18 02:00:00
412,9,Beach day,#sun,429,33,68,2024-01-18 03:00:00
413,10,Healthy living,#wellness,235,17,36,2024-01-18 04:00:00
414,14,a sad day for us all,#sad,587,25,30,2024-01-18 05:00:00
415,6,Chasing waterfalls,#hiking,381,32,67,2024-01-18 06:00:00
416,2,Family time,#qualitytime,466,35,62,2024-01-18 07:00:00
417,1,Love this beach,#sun,701,40,117,2024-01-18 08:00:00
418,19,Dinner with friends,#friends,534,29,84,2024-01-18 09:00:00
419,18,it makes me sad,#stress,311,30,43,2024-01-18 10:00:00
420,6,"sad to say, she never lived to see it",sad,400,26,65,2024-01-18 11:00:00
421,18,I am feeling very happy,#happy,393,35,63,2024-01-18 12:00:00
422,14,Love this beach,#beach,528,18,79,2024-01-18 13:00:00
423,16,a sad day for us all,#day,509,50,77,2024-01-18 14:00:00
424,4,Hiking adventures,#adventure,508,57,31,2024-01-18 15:00:00
425,8,Travel goals,#adventure,337,46,63,2024-01-18 16:00:00
426,19,City lights,#nightlife,583,35,30,2024-01-18 17:00:00
427,16,Morning vibes,#morning,666,85,86,2024-01-18 18:00:00
428,12,"sad to say, she never lived to see it",sad,334,44,52,2024-01-18 19:00:00
429,11,Workout motivation,#workout,423,24,57,2024-01-18 20:00:00
430,19,Weekend getaway,#weekend,896,54,176,2024-01-18 21:00:00
431,10,I am feeling very sad,#sad,370,30,57,2024-01-18 22:00:00
432,12,Healthy living,#fitness,294,45,25,2024-01-18 23:00:00
433,4,Weekend getaway,#getaway,455,49,39,2024-01-19 00:00:00
434,4,Sunset views,#views,521,50,86,2024-01-19 01:00:00
435,1,Hiking adventures,#outdoors,865,53,59,2024-01-19 02:00:00
436,12,Chasing waterfalls,#nature,265,33,48,2024-01-19 03:00:00
437,18,a sad day for us all,#day,334,25,44,2024-01-19 04:00:00
438,3,it makes me sad,#stress,210,9,25,2024-01-19 05:00:00
439,10,Hiking adventures,#hiking,261,17,18,2024-01-19 06:00:00
440,17,Morning vibes,#freshstart,551,40,67,2024-01-19 07:00:00
441,16,Dinner with friends,#goodtimes,527,59,102,2024-01-19 08:00:00
442,9,Coffee time,#morning,289,28,50,2024-01-19 09:00:00
443,20,Healthy breakfast,#food,614,16,78,2024-01-19 10:00:00
444,5,Beach day,#sand,613,12,53,2024-01-19 11:00:00
445,5,Sunset views,#views,493,17,28,2024-01-19 12:00:00
446,4,Feeling blessed,#grateful,446,42,71,2024-01-19 13:00:00
447,6,Enjoying the sunset,#evening,565,53,42,2024-01-19 14:00:00
448,11,Love this beach,#beach,213,20,19,2024-01-19 15:00:00
449,14,Road trip,#roadtrip,649,22,57,2024-01-19 16:00:00
450,11,it makes me sad,#trauma,235,22,17,2024-01-19 17:00:00
451,1,Enjoying the sunset,#evening,1209,62,205,2024-01-19 18:00:00
452,5,"sad to say, she never lived to see it",#lived,928,20,59,2024-01-19 19:00:00
453,20,Healthy breakfast,#breakfast,783,25,110,2024-01-19 20:00:00
454,11,Workout motivation,#fitness,362,28,50,2024-01-19 21:00:00
455,12,Throwback to summer,#throwback,413,41,34,2024-01-19 22:00:00
456,3,the sad fact is that he's lost his touch,#touch,247,12,32,2024-01-19 23:00:00
457,7,"they looked at her with sad, anxious faces",#sad,477,40,81,2024-01-20 00:00:00
458,11,City lights,#nightlife,300,20,53,2024-01-20 01:00:00
459,2,Love this beach,#sun,592,26,60,2024-01-20 02:00:00
460,12,Family time,#love,211,30,33,2024-01-20 03:00:00
461,9,Beach day,#beach,361,34,36,2024-01-20 04:00:00
462,7,Sunset views,#views,431,44,41,2024-01-20 05:00:00
463,17,Healthy living,#fitness,447,46,84,2024-01-20 06:00:00
464,14,Family time,#love,634,18,48,2024-01-20 07:00:00
465,17,Coffee time,#morning,577,40,75,2024-01-20 08:00:00
466,14,a sad day for us all,#sad,652,18,83,2024-01-20 09:00:00
467,16,I am feeling very sad,#feel,429,49,45,2024-01-20 10:00:00
468,19,Weekend getaway,#weekend,715,31,111,2024-01-20 11:00:00
469,12,Coffee time,#caffeine,187,35,19,2024-01-20 12:00:00
470,20,Workout motivation,#workout,581,18,47,2024-01-20 13:00:00
471,3,a sad day for us all,#sad,226,9,20,2024-01-20 14:00:00
472,17,Healthy breakfast,#healthy,455,54,45,2024-01-20 15:00:00
473,5,"sad to say, she never lived to see it",#lived,688,16,50,2024-01-20 16:00:00
474,18,Weekend getaway,#travel,367,25,73,2024-01-20 17:00:00
475,3,it makes me sad,#stress,289,12,39,2024-01-20 18:00:00
476,17,Travel goals,#explore,730,82,74,2024-01-20 19:00:00
477,4,I am feeling very happy,#joy,789,63,40,2024-01-20 20:00:00
478,18,Travel goals,#explore,591,39,74,2024-01-20 21:00:00
479,19,it makes me sad,#trauma,974,62,169,2024-01-20 22:00:00
480,9,Family time,#love,604,42,76,2024-01-20 23:00:00
481,13,Healthy breakfast,#healthy,606,16,114,2024-01-21 00:00:00
482,14,Enjoying the sunset,#sunset,1000,30,122,2024-01-21 01:00:00
483,16,a sad day for us all,#all,519,48,87,2024-01-21 02:00:00
484,4,it makes me sad,#depression,541,48,85,2024-01-21 03:00:00
485,7,Love this beach,#ocean,466,39,40,2024-01-21 04:00:00
486,20,Exploring the mountains,#mountains,538,17,82,2024-01-21 05:00:00
487,9,I am feeling very sad,#feel,302,38,38,2024-01-21 06:00:00
488,20,Enjoying the sunset,#sunset,953,28,179,2024-01-21 07:00:00
489,10,Sunset views,#views,242,18,16,2024-01-21 08:00:00
490,14,"they looked at her with sad, anxious faces",#sad,747,17,124,2024-01-21 09:00:00
491,3,it makes me sad,#trauma,178,9,25,2024-01-21 10:00:00
492,19,Enjoying the sunset,#sunset,877,63,50,2024-01-21 11:00:00
493,18,Workout motivation,#workout,301,31,19,2024-01-21 12:00:00
494,1,Beach day,#sun,956,45,57,2024-01-21 13:00:00
495,12,Coffee time,#coffee,205,34,37,2024-01-21 14:00:00
496,18,Feeling blessed,#blessed,330,26,50,2024-01-21 15:00:00
497,15,I am feeling very sad,#low,342,12,33,2024-01-21 16:00:00
498,1,Healthy breakfast,#breakfast,738,49,131,2024-01-21 17:00:00
499,7,Exploring the mountains,#hiking,653,62,80,2024-01-21 18:00:00
500,8,Exploring the mountains,#nature,558,72,63,2024-01-21 19:00:00
501,15,Road trip,#travel,508,20,46,2024-01-21 20:00:00
502,2,Travel goals,#travel,826,50,60,2024-01-21 21:00:00
503,8,Workout motivation,#fitness,609,71,105,2024-01-21 22:00:00
504,16,Road trip,#travel,670,84,114,2024-01-21 23:00:00
505,11,a sad day for us all,#day,313,21,47,2024-01-22 00:00:00
506,9,Sunset views,#views,353,36,29,2024-01-22 01:00:00
507,17,Sunset views,#sky,400,44,61,2024-01-22 02:00:00
508,20,Family time,#qualitytime,510,13,93,2024-01-22 03:00:00
509,18,a sad day for us all,#day,355,31,51,2024-01-22 04:00:00
510,20,Throwback to summer,#memories,585,15,82,2024-01-22 05:00:00
511,2,Beach day,#sun,429,32,38,2024-01-22 06:00:00
512,11,Chasing waterfalls,#waterfalls,291,18,28,2024-01-22 07:00:00
513,9,I am feeling very happy,#joy,418,39,39,2024-01-22 08:00:00
514,20,Weekend getaway,#getaway,474,14,75,2024-01-22 09:00:00
515,4,Healthy breakfast,#breakfast,517,40,90,2024-01-22 10:00:00
516,13,Enjoying the sunset,#nature,1142,27,173,2024-01-22 11:00:00
517,6,Healthy breakfast,#food,529,32,61,2024-01-22 12:00:00
518,15,it makes me sad,#stress,369,11,23,2024-01-22 13:00:00
519,17,a sad day for us all,#all,491,39,35,2024-01-22 14:00:00
520,20,Beach day,#sand,558,16,79,2024-01-22 15:00:00
521,5,Love this beach,#sun,536,12,36,2024-01-22 16:00:00
522,14,Healthy living,#wellness,528,18,27,2024-01-22 17:00:00
523,17,Family time,#qualitytime,775,69,46,2024-01-22 18:00:00
524,16,Healthy living,#healthyliving,865,62,84,2024-01-22 19:00:00
525,10,Feeling blessed,#blessed,294,28,17,2024-01-22 20:00:00
526,2,Family time,#family,676,40,109,2024-01-22 21:00:00
527,16,"sad to say, she never lived to see it",sad,630,76,68,2024-01-22 22:00:00
528,6,Beach day,#sun,831,42,94,2024-01-22 23:00:00
529,18,Morning vibes,#morning,318,24,51,2024-01-23 00:00:00
530,4,a sad day for us all,#day,481,57,80,2024-01-23 01:00:00
531,2,Enjoying the sunset,#nature,798,36,148,2024-01-23 02:00:00
532,15,Sunset views,#views,276,14,15,2024-01-23 03:00:00
533,8,"they looked at her with sad, anxious faces",#faces,473,46,93,2024-01-23 04:00:00
534,20,the sad fact is that he's lost his touch,#touch,530,18,90,2024-01-23 05:00:00
535,16,Family time,#qualitytime,506,52,81,2024-01-23 06:00:00
536,8,I am feeling very sad,#feel,440,54,39,2024-01-23 07:00:00
537,15,Hiking adventures,#adventure,371,10,34,2024-01-23 08:00:00
538,2,Exploring the mountains,#mountains,428,27,85,2024-01-23 09:00:00
539,6,Sunset views,#sky,533,35,90,2024-01-23 10:00:00
540,14,a sad day for us all,#sad,624,24,114,2024-01-23 11:00:00
541,13,Feeling blessed,#thankful,608,13,90,2024-01-23 12:00:00
542,14,Workout motivation,#workout,626,17,53,2024-01-23 13:00:00
543,7,"they looked at her with sad, anxious faces",#anxious,355,44,55,2024-01-23 14:00:00
544,3,Healthy living,#healthyliving,196,10,21,2024-01-23 15:00:00
545,11,Beach day,#sun,270,18,37,2024-01-23 16:00:00
546,2,Feeling blessed,#grateful,431,24,73,2024-01-23 17:00:00
547,14,Sunset views,#sunset,1032,34,167,2024-01-23 18:00:00
548,1,City lights,#nightlife,1437,64,129,2024-01-23 19:00:00
549,6,Workout motivation,#motivation,722,50,114,2024-01-23 20:00:00
550,6,Throwback to summer,#summer,698,54,94,2024-01-23 21:00:00
551,4,Coffee time,#coffee,728,72,82,2024-01-23 22:00:00
552,11,Sunset views,#sky,413,27,64,2024-01-23 23:00:00
553,11,the sad fact is that he's lost his touch,#lost,214,19,26,2024-01-24 00:00:00
554,13,Exploring the mountains,#hiking,644,14,121,2024-01-24 01:00:00
555,10,Dinner with friends,#dinner,219,19,12,2024-01-24 02:00:00
556,7,Chasing waterfalls,#hiking,337,53,24,2024-01-24 03:00:00
557,8,Beach day,#beach,397,54,21,2024-01-24 04:00:00
558,13,City lights,#urban,674,13,122,2024-01-24 05:00:00
559,10,Hiking adventures,#adventure,223,16,24,2024-01-24 06:00:00
560,6,Coffee time,#coffee,444,36,38,2024-01-24 07:00:00
561,20,Chasing waterfalls,#waterfalls,660,17,114,2024-01-24 08:00:00
562,16,Road trip,#travel,554,47,90,2024-01-24 09:00:00
563,2,Hiking adventures,#hiking,548,26,43,2024-01-24 10:00:00
564,17,Healthy breakfast,#food,465,49,63,2024-01-24 11:00:00
565,5,Workout motivation,#fitness,615,17,100,2024-01-24 12:00:00
566,17,Workout motivation,#workout,565,40,63,2024-01-24 13:00:00
567,1,Healthy breakfast,#food,689,52,91,2024-01-24 14:00:00
568,20,Family time,#family,590,16,77,2024-01-24 15:00:00
569,20,"they looked at her with sad, anxious faces",#anxious,455,18,28,2024-01-24 16:00:00
570,9,Chasing waterfalls,#hiking,427,27,62,2024-01-24 17:00:00
571,8,Travel goals,#travel,653,62,33,2024-01-24 18:00:00
572,13,Hiking adventures,#hiking,1011,24,153,2024-01-24 19:00:00
573,19,Love this beach,#beach,782,49,46,2024-01-24 20:00:00
574,10,Coffee time,#caffeine,407,28,58,2024-01-24 21:00:00
575,15,Weekend getaway,#travel,463,16,51,2024-01-24 22:00:00
576,8,Road trip,#travel,635,79,93,2024-01-24 23:00:00
577,8,Dinner with friends,#dinner,370,53,55,2024-01-25 00:00:00
578,6,Weekend getaway,#travel,404,34,72,2024-01-25 01:00:00
579,3,Coffee time,#coffee,232,10,18,2024-01-25 02:00:00
580,6,Love this beach,#sun,523,35,91,2024-01-25 03:00:00
581,7,Throwback to summer,#throwback,399,42,33,2024-01-25 04:00:00
582,1,I am feeling very happy,#feel,681,54,60,2024-01-25 05:00:00
583,10,I am feeling very sad,#low,206,16,41,2024-01-25 06:00:00
584,12,Feeling blessed,#blessed,246,35,49,2024-01-25 07:00:00
585,13,a sad day for us all,#sad,681,17,107,2024-01-25 08:00:00
586,16,I am feeling very sad,#sad,544,54,65,2024-01-25 09:00:00
587,8,Road trip,#adventure,432,43,53,2024-01-25 10:00:00
588,13,Family time,#qualitytime,837,13,65,2024-01-25 11:00:00
589,9,Dinner with friends,#friends,417,38,42,2024-01-25 12:00:00
590,12,Enjoying the sunset,#evening,365,54,46,2024-01-25 13:00:00
591,18,Exploring the mountains,#mountains,369,29,51,2024-01-25 14:00:00
592,7,Exploring the mountains,#mountains,365,42,22,2024-01-25 15:00:00
593,18,Feeling blessed,#blessed,413,25,36,2024-01-25 16:00:00
594,17,"they looked at her with sad, anxious faces",#anxious,584,48,89,2024-01-25 17:00:00
595,13,Dinner with friends,#goodtimes,1114,21,153,2024-01-25 18:00:00
596,17,Sunset views,#views,783,59,48,2024-01-25 19:00:00
597,1,Feeling blessed,#blessed,1353,89,258,2024-01-25 20:00:00
598,6,Weekend getaway,#getaway,648,49,88,2024-01-25 21:00:00
599,1,City lights,#urban,961,72,91,2024-01-25 22:00:00
600,17,it makes me sad,#stress,745,78,76,2024-01-25 23:00:00
601,11,Morning vibes,#morning,283,21,19,2024-01-26 00:00:00
602,15,Hiking adventures,#outdoors,309,11,20,2024-01-26 01:00:00
603,6,Throwback to summer,#memories,414,36,75,2024-01-26 02:00:00
604,6,Enjoying the sunset,#evening,751,49,44,2024-01-26 03:00:00
605,19,Travel goals,#explore,579,40,108,2024-01-26 04:00:00
606,20,Travel goals,#explore,484,18,39,2024-01-26 05:00:00
607,16,City lights,#urban,609,54,103,2024-01-26 06:00:00
608,18,Exploring the mountains,#nature,390,26,40,2024-01-26 07:00:00
609,20,Road trip,#adventure,637,17,68,2024-01-26 08:00:00
610,13,Sunset views,#sunset,859,16,105,2024-01-26 09:00:00
611,17,Road trip,#adventure,536,53,43,2024-01-26 10:00:00
612,14,Dinner with friends,#friends,530,22,77,2024-01-26 11:00:00
613,3,Feeling blessed,#thankful,164,9,15,2024-01-26 12:00:00
614,12,a sad day for us all,#day,218,30,19,2024-01-26 13:00:00
615,2,Beach day,#sand,558,26,73,2024-01-26 14:00:00
616,12,Sunset views,#sky,234,40,38,2024-01-26 15:00:00
617,11,the sad fact is that he's lost his touch,#lost,230,19,45,2024-01-26 16:00:00
618,3,Morning vibes,#freshstart,217,10,37,2024-01-26 17:00:00
619,6,Beach day,#sun,622,43,105,2024-01-26 18:00:00
620,7,Enjoying the sunset,#sunset,725,59,56,2024-01-26 19:00:00
621,11,I am feeling very happy,#feel,369,26,44,2024-01-26 20:00:00
622,2,Healthy living,#fitness,850,48,162,2024-01-26 21:00:00
623,3,I am feeling very happy,#happy,270,17,18,2024-01-26 22:00:00
624,19,Workout motivation,#motivation,793,64,136,2024-01-26 23:00:00
625,3,Family time,#family,166,11,30,2024-01-27 00:00:00
626,18,Travel goals,#travel,312,33,60,2024-01-27 01:00:00
627,18,Coffee time,#caffeine,380,32,47,2024-01-27 02:00:00
628,8,Love this beach,#sun,349,47,56,2024-01-27 03:00:00
629,1,Family time,#family,793,40,74,2024-01-27 04:00:00
630,8,Healthy breakfast,#breakfast,414,42,67,2024-01-27 05:00:00
631,16,Coffee time,#morning,611,56,90,2024-01-27 06:00:00
632,2,Dinner with friends,#goodtimes,594,31,107,2024-01-27 07:00:00
633,4,Feeling blessed,#grateful,561,56,94,2024-01-27 08:00:00
634,10,Feeling blessed,#thankful,232,21,11,2024-01-27 09:00:00
635,3,City lights,#urban,195,8,38,2024-01-27 10:00:00
636,3,it makes me sad,#trauma,237,11,36,2024-01-27 11:00:00
637,15,Feeling blessed,#blessed,277,11,35,2024-01-27 12:00:00
638,7,Morning vibes,#freshstart,407,47,41,2024-01-27 13:00:00
639,8,Beach day,#sand,357,48,67,2024-01-27 14:00:00
640,8,Weekend getaway,#travel,388,36,47,2024-01-27 15:00:00
641,14,Chasing waterfalls,#nature,739,23,131,2024-01-27 16:00:00
642,6,it makes me sad,#trauma,465,27,85,2024-01-27 17:00:00
643,12,Morning vibes,#sunrise,399,41,78,2024-01-27 18:00:00
644,1,City lights,#city,1340,72,202,2024-01-27 19:00:00
645,11,"they looked at her with sad, anxious faces",#anxious,475,32,51,2024-01-27 20:00:00
646,16,a sad day for us all,#all,757,88,84,2024-01-27 21:00:00
647,8,Road trip,#adventure,516,66,102,2024-01-27 22:00:00
648,12,City lights,#nightlife,305,59,32,2024-01-27 23:00:00
649,7,Feeling blessed,#thankful,396,46,49,2024-01-28 00:00:00
650,5,I am feeling very happy,#happy,515,12,68,2024-01-28 01:00:00
651,19,I am feeling very sad,#low,523,42,54,2024-01-28 02:00:00
652,11,Road trip,#roadtrip,239,23,24,2024-01-28 03:00:00
653,6,Healthy living,#healthyliving,503,29,96,2024-01-28 04:00:00
654,6,"they looked at her with sad, anxious faces",#sad,471,34,71,2024-01-28 05:00:00
655,17,Road trip,#roadtrip,460,54,64,2024-01-28 06:00:00
656,10,it makes me sad,#stress,213,16,25,2024-01-28 07:00:00
657,19,Exploring the mountains,#hiking,594,31,91,2024-01-28 08:00:00
658,8,Healthy living,#healthyliving,366,53,48,2024-01-28 09:00:00
659,18,Healthy living,#wellness,288,33,33,2024-01-28 10:00:00
660,20,Sunset views,#sunset,543,14,71,2024-01-28 11:00:00
661,2,Feeling blessed,#thankful,573,30,98,2024-01-28 12:00:00
662,16,Throwback to summer,#summer,412,41,59,2024-01-28 13:00:00
663,12,Family time,#love,268,34,51,2024-01-28 14:00:00
664,19,Dinner with friends,#dinner,629,33,70,2024-01-28 15:00:00
665,8,a sad day for us all,#all,359,37,52,2024-01-28 16:00:00
666,15,I am feeling very sad,#low,314,11,38,2024-01-28 17:00:00
667,19,Throwback to summer,#memories,824,45,164,2024-01-28 18:00:00
668,10,I am feeling very happy,#happy,426,28,50,2024-01-28 19:00:00
669,6,Family time,#love,689,43,80,2024-01-28 20:00:00
