post_id,user_id,caption,hashtags,likes,comments,share,timestamp
670,9,City lights,#urban,632,45,45,2024-01-28 21:00:00
671,10,Morning vibes,#morning,346,25,49,2024-01-28 22:00:00
672,1,Travel goals,#adventure,1000,89,78,2024-01-28 23:00:00
673,10,Hiking adventures,#adventure,240,21,20,2024-01-29 00:00:00
674,7,Healthy living,#fitness,477,41,36,2024-01-29 01:00:00
675,18,Road trip,#adventure,378,34,19,2024-01-29 02:00:00
676,4,Exploring the mountains,#mountains,494,50,75,2024-01-29 03:00:00
677,17,Hiking adventures,#outdoors,407,43,56,2024-01-29 04:00:00
678,13,Chasing waterfalls,#hiking,729,13,102,2024-01-29 05:00:00
679,8,Hiking adventures,#adventure,424,48,39,2024-01-29 06:00:00
680,7,"sad to say, she never lived to see it",sad,325,56,62,2024-01-29 07:00:00
681,5,the sad fact is that he's lost his touch,#touch,570,12,31,2024-01-29 08:00:00
682,15,it makes me sad,#stress,346,10,31,2024-01-29 09:00:00
683,10,Weekend getaway,#travel,260,20,39,2024-01-29 10:00:00
684,5,Love this beach,#ocean,539,13,105,2024-01-29 11:00:00
685,13,Hiking adventures,#hiking,883,19,102,2024-01-29 12:00:00
686,11,Workout motivation,#workout,309,16,48,2024-01-29 13:00:00
687,10,the sad fact is that he's lost his touch,#lost,269,20,36,2024-01-29 14:00:00
688,18,it makes me sad,#trauma,415,24,52,2024-01-29 15:00:00
689,2,the sad fact is that he's lost his touch,#sad,448,26,62,2024-01-29 16:00:00
690,18,Throwback to summer,#memories,333,33,24,2024-01-29 17:00:00
691,13,it makes me sad,#trauma,960,22,162,2024-01-29 18:00:00
692,8,"sad to say, she never lived to see it",#lived,588,78,52,2024-01-29 19:00:00
693,5,"sad to say, she never lived to see it",sad,709,23,58,2024-01-29 20:00:00
694,5,Chasing waterfalls,#nature,833,24,140,2024-01-29 21:00:00
695,13,Coffee time,#coffee,1189,22,165,2024-01-29 22:00:00
696,15,Coffee time,#caffeine,498,17,38,2024-01-29 23:00:00
697,18,City lights,#city,294,29,40,2024-01-30 00:00:00
698,12,it makes me sad,#stress,211,32,27,2024-01-30 01:00:00
699,19,Chasing waterfalls,#hiking,500,35,68,2024-01-30 02:00:00
700,20,the sad fact is that he's lost his touch,#touch,476,15,65,2024-01-30 03:00:00
701,8,"sad to say, she never lived to see it",#lived,343,41,49,2024-01-30 04:00:00
702,15,I am feeling very sad,#sad,365,13,39,2024-01-30 05:00:00
703,4,Hiking adventures,#outdoors,445,59,68,2024-01-30 06:00:00
704,1,Dinner with friends,#goodtimes,674,52,71,2024-01-30 07:00:00
705,20,"sad to say, she never lived to see it",sad,605,19,104,2024-01-30 08:00:00
706,12,Enjoying the sunset,#nature,344,57,64,2024-01-30 09:00:00
707,18,Family time,#qualitytime,391,24,62,2024-01-30 10:00:00
708,13,Love this beach,#beach,831,18,135,2024-01-30 11:00:00
709,3,Enjoying the sunset,#sunset,256,17,16,2024-01-30 12:00:00
710,3,Coffee time,#morning,180,8,11,2024-01-30 13:00:00
711,1,City lights,#nightlife,853,41,71,2024-01-30 14:00:00
712,7,it makes me sad,#stress,337,52,48,2024-01-30 15:00:00
713,20,Travel goals,#travel,664,18,58,2024-01-30 16:00:00
714,11,Weekend getaway,#travel,284,20,41,2024-01-30 17:00:00
715,18,Throwback to summer,#throwback,545,44,57,2024-01-30 18:00:00
716,8,Love this beach,#beach,610,60,106,2024-01-30 19:00:00
717,19,Sunset views,#sky,747,48,77,2024-01-30 20:00:00
718,7,Travel goals,#travel,670,63,128,2024-01-30 21:00:00
719,10,Workout motivation,#motivation,378,35,27,2024-01-30 22:00:00
720,9,Throwback to summer,#memories,643,44,45,2024-01-30 23:00:00
721,13,Dinner with friends,#friends,855,18,52,2024-01-31 00:00:00
722,17,Exploring the mountains,#nature,453,57,46,2024-01-31 01:00:00
723,15,I am feeling very sad,#feel,344,10,56,2024-01-31 02:00:00
724,5,a sad day for us all,#day,520,12,65,2024-01-31 03:00:00
725,4,Enjoying the sunset,#nature,856,60,88,2024-01-31 04:00:00
726,1,Dinner with friends,#friends,658,45,121,2024-01-31 05:00:00
727,2,Healthy living,#healthyliving,592,28,47,2024-01-31 06:00:00
728,14,a sad day for us all,#all,695,20,84,2024-01-31 07:00:00
729,12,Hiking adventures,#outdoors,208,34,19,2024-01-31 08:00:00
730,5,Road trip,#roadtrip,654,16,102,2024-01-31 09:00:00
731,12,it makes me sad,#depression,185,39,13,2024-01-31 10:00:00
732,11,Enjoying the sunset,#evening,413,33,65,2024-01-31 11:00:00
733,20,Healthy breakfast,#food,545,18,67,2024-01-31 12:00:00
734,20,Coffee time,#coffee,520,17,33,2024-01-31 13:00:00
735,3,Morning vibes,#freshstart,178,11,27,2024-01-31 14:00:00
736,14,a sad day for us all,#all,514,20,68,2024-01-31 15:00:00
737,12,"they looked at her with sad, anxious faces",#faces,245,34,40,2024-01-31 16:00:00
738,10,Workout motivation,#fitness,216,21,28,2024-01-31 17:00:00
739,15,Chasing waterfalls,#hiking,485,18,32,2024-01-31 18:00:00
740,19,Travel goals,#travel,959,53,119,2024-01-31 19:00:00
741,13,City lights,#urban,978,25,128,2024-01-31 20:00:00
742,20,I am feeling very happy,#joy,933,26,182,2024-01-31 21:00:00
743,6,Healthy breakfast,#breakfast,564,39,90,2024-01-31 22:00:00
744,16,I am feeling very happy,#feel,643,78,96,2024-01-31 23:00:00
745,18,it makes me sad,#trauma,342,34,33,2024-02-01 00:00:00
746,3,Love this beach,#beach,224,10,41,2024-02-01 01:00:00
747,3,it makes me sad,#stress,174,10,18,2024-02-01 02:00:00
748,6,Coffee time,#coffee,409,31,49,2024-02-01 03:00:00
749,14,Love this beach,#beach,560,24,103,2024-02-01 04:00:00
750,19,Hiking adventures,#outdoors,506,30,88,2024-02-01 05:00:00
751,8,"sad to say, she never lived to see it",#lived,356,54,36,2024-02-01 06:00:00
752,18,Sunset views,#sky,391,33,50,2024-02-01 07:00:00
753,8,a sad day for us all,#sad,412,52,21,2024-02-01 08:00:00
754,16,Workout motivation,#motivation,591,49,87,2024-02-01 09:00:00
755,2,the sad fact is that he's lost his touch,#lost,576,32,30,2024-02-01 10:00:00
756,9,"sad to say, she never lived to see it",sad,414,34,41,2024-02-01 11:00:00
757,18,City lights,#urban,380,24,56,2024-02-01 12:00:00
758,12,Morning vibes,#sunrise,245,30,25,2024-02-01 13:00:00
759,13,Love this beach,#sun,741,15,91,2024-02-01 14:00:00
760,11,I am feeling very happy,#feel,217,19,23,2024-02-01 15:00:00
761,2,Enjoying the sunset,#nature,631,40,58,2024-02-01 16:00:00
762,18,Travel goals,#explore,416,29,68,2024-02-01 17:00:00
763,11,I am feeling very happy,#happy,460,25,67,2024-02-01 18:00:00
764,8,Healthy living,#fitness,625,81,56,2024-02-01 19:00:00
765,3,Healthy breakfast,#healthy,339,17,23,2024-02-01 20:00:00
766,5,Dinner with friends,#dinner,923,26,106,2024-02-01 21:00:00
767,18,Dinner with friends,#friends,507,44,67,2024-02-01 22:00:00
768,2,Coffee time,#caffeine,614,46,38,2024-02-01 23:00:00
769,19,"sad to say, she never lived to see it",#lived,547,29,68,2024-02-02 00:00:00
770,1,Travel goals,#explore,733,45,116,2024-02-02 01:00:00
771,12,Feeling blessed,#thankful,270,39,34,2024-02-02 02:00:00
772,6,Workout motivation,#fitness,551,27,35,2024-02-02 03:00:00
773,3,Dinner with friends,#friends,198,9,29,2024-02-02 04:00:00
774,14,the sad fact is that he's lost his touch,#touch,557,18,45,2024-02-02 05:00:00
775,14,Hiking adventures,#adventure,737,25,134,2024-02-02 06:00:00
776,7,City lights,#nightlife,432,46,72,2024-02-02 07:00:00
777,11,I am feeling very happy,#happy,308,18,48,2024-02-02 08:00:00
778,19,Chasing waterfalls,#nature,702,33,123,2024-02-02 09:00:00
779,9,"sad to say, she never lived to see it",sad,430,27,63,2024-02-02 10:00:00
780,20,Weekend getaway,#travel,481,18,90,2024-02-02 11:00:00
781,6,Dinner with friends,#friends,415,32,76,2024-02-02 12:00:00
782,15,Dinner with friends,#dinner,291,12,55,2024-02-02 13:00:00
783,15,the sad fact is that he's lost his touch,#lost,360,12,31,2024-02-02 14:00:00
784,6,the sad fact is that he's lost his touch,#sad,467,26,80,2024-02-02 15:00:00
785,9,Weekend getaway,#travel,341,40,67,2024-02-02 16:00:00
786,6,I am feeling very sad,#low,480,32,75,2024-02-02 17:00:00
787,19,Travel goals,#travel,992,61,145,2024-02-02 18:00:00
788,5,Coffee time,#caffeine,916,20,122,2024-02-02 19:00:00
789,15,Travel goals,#explore,550,18,58,2024-02-02 20:00:00
790,3,Road trip,#roadtrip,291,14,44,2024-02-02 21:00:00
791,9,it makes me sad,#trauma,638,43,40,2024-02-02 22:00:00
792,12,it makes me sad,#stress,304,42,43,2024-02-02 23:00:00
793,4,Chasing waterfalls,#hiking,609,58,51,2024-02-03 00:00:00
794,3,Exploring the mountains,#hiking,223,8,26,2024-02-03 01:00:00
795,18,"they looked at her with sad, anxious faces",#faces,407,24,66,2024-02-03 02:00:00
796,11,Weekend getaway,#weekend,252,20,40,2024-02-03 03:00:00
797,9,Coffee time,#coffee,380,30,60,2024-02-03 04:00:00
798,16,Weekend getaway,#getaway,415,45,59,2024-02-03 05:00:00
799,2,Feeling blessed,#grateful,437,24,71,2024-02-03 06:00:00
800,4,I am feeling very sad,#feel,609,56,96,2024-02-03 07:00:00
801,16,City lights,#nightlife,413,49,27,2024-02-03 08:00:00
802,17,Dinner with friends,#goodtimes,555,53,76,2024-02-03 09:00:00
803,18,it makes me sad,#depression,304,34,22,2024-02-03 10:00:00
804,4,Exploring the mountains,#nature,538,58,38,2024-02-03 11:00:00
805,7,Morning vibes,#sunrise,388,46,75,2024-02-03 12:00:00
806,8,Dinner with friends,#goodtimes,461,47,64,2024-02-03 13:00:00
807,18,Road trip,#roadtrip,376,25,28,2024-02-03 14:00:00
808,15,Feeling blessed,#thankful,306,12,56,2024-02-03 15:00:00
809,19,City lights,#nightlife,660,43,67,2024-02-03 16:00:00
810,3,"sad to say, she never lived to see it",#lived,219,10,25,2024-02-03 17:00:00
811,6,Beach day,#sun,619,53,37,2024-02-03 18:00:00
812,18,Beach day,#beach,603,47,82,2024-02-03 19:00:00
813,9,Love this beach,#beach,455,58,28,2024-02-03 20:00:00
814,5,Workout motivation,#workout,770,23,85,2024-02-03 21:00:00
815,18,Feeling blessed,#thankful,478,52,71,2024-02-03 22:00:00
816,12,Beach day,#sun,290,57,31,2024-02-03 23:00:00
817,9,Love this beach,#sun,402,35,24,2024-02-04 00:00:00
818,5,Travel goals,#explore,636,14,89,2024-02-04 01:00:00
819,4,a sad day for us all,#sad,575,43,86,2024-02-04 02:00:00
820,19,Travel goals,#adventure,483,42,43,2024-02-04 03:00:00
821,8,"they looked at her with sad, anxious faces",#sad,362,38,42,2024-02-04 04:00:00
822,20,"sad to say, she never lived to see it",sad,502,16,54,2024-02-04 05:00:00
823,5,Dinner with friends,#goodtimes,483,17,33,2024-02-04 06:00:00
824,19,Enjoying the sunset,#sunset,805,59,124,2024-02-04 07:00:00
825,4,the sad fact is that he's lost his touch,#touch,526,43,68,2024-02-04 08:00:00
826,12,Workout motivation,#workout,234,37,43,2024-02-04 09:00:00
827,18,Sunset views,#views,318,29,57,2024-02-04 10:00:00
828,6,I am feeling very sad,#sad,420,36,68,2024-02-04 11:00:00
829,12,Healthy breakfast,#food,186,31,32,2024-02-04 12:00:00
830,16,Beach day,#sand,616,58,44,2024-02-04 13:00:00
831,14,a sad day for us all,#all,604,20,105,2024-02-04 14:00:00
832,9,Workout motivation,#motivation,318,38,51,2024-02-04 15:00:00
833,16,it makes me sad,#trauma,487,56,31,2024-02-04 16:00:00
834,16,Enjoying the sunset,#nature,717,70,39,2024-02-04 17:00:00
835,6,Hiking adventures,#hiking,612,52,55,2024-02-04 18:00:00
836,6,Morning vibes,#morning,600,53,54,2024-02-04 19:00:00
837,7,Workout motivation,#motivation,584,62,41,2024-02-04 20:00:00
838,7,Chasing waterfalls,#nature,568,60,101,2024-02-04 21:00:00
839,18,Love this beach,#beach,438,40,74,2024-02-04 22:00:00
840,4,Weekend getaway,#travel,819,73,44,2024-02-04 23:00:00
841,20,Morning vibes,#sunrise,451,17,80,2024-02-05 00:00:00
842,15,I am feeling very sad,#sad,306,10,53,2024-02-05 01:00:00
843,20,the sad fact is that he's lost his touch,#lost,523,12,43,2024-02-05 02:00:00
844,2,Weekend getaway,#getaway,560,33,51,2024-02-05 03:00:00
845,20,City lights,#city,518,15,38,2024-02-05 04:00:00
846,4,a sad day for us all,#sad,572,49,75,2024-02-05 05:00:00
847,16,Dinner with friends,#dinner,498,55,43,2024-02-05 06:00:00
848,7,City lights,#urban,457,46,49,2024-02-05 07:00:00
849,20,Exploring the mountains,#nature,668,13,70,2024-02-05 08:00:00
850,20,I am feeling very happy,#happy,600,16,88,2024-02-05 09:00:00
851,6,the sad fact is that he's lost his touch,#lost,439,28,47,2024-02-05 10:00:00
852,4,Travel goals,#travel,622,42,105,2024-02-05 11:00:00
853,5,Throwback to summer,#throwback,596,13,93,2024-02-05 12:00:00
854,13,it makes me sad,#depression,817,17,103,2024-02-05 13:00:00
855,14,Hiking adventures,#hiking,586,17,83,2024-02-05 14:00:00
856,13,I am feeling very sad,#low,715,18,59,2024-02-05 15:00:00
857,16,Travel goals,#explore,594,43,105,2024-02-05 16:00:00
858,13,the sad fact is that he's lost his touch,#touch,746,13,56,2024-02-05 17:00:00
859,13,it makes me sad,#trauma,1035,24,133,2024-02-05 18:00:00
860,12,a sad day for us all,#day,328,55,16,2024-02-05 19:00:00
861,11,"sad to say, she never lived to see it",sad,385,30,36,2024-02-05 20:00:00
862,9,Sunset views,#sky,551,59,63,2024-02-05 21:00:00
863,5,Travel goals,#adventure,1032,19,109,2024-02-05 22:00:00
864,2,Healthy living,#wellness,895,45,82,2024-02-05 23:00:00
865,16,Hiking adventures,#hiking,558,42,29,2024-02-06 00:00:00
866,15,Family time,#family,320,12,40,2024-02-06 01:00:00
867,10,a sad day for us all,#all,207,21,11,2024-02-06 02:00:00
868,3,Travel goals,#adventure,227,10,34,2024-02-06 03:00:00
869,6,Dinner with friends,#friends,534,33,30,2024-02-06 04:00:00
870,2,Chasing waterfalls,#waterfalls,544,33,97,2024-02-06 05:00:00
871,19,Dinner with friends,#goodtimes,686,35,118,2024-02-06 06:00:00
872,19,Chasing waterfalls,#nature,523,30,96,2024-02-06 07:00:00
873,7,a sad day for us all,#day,407,40,63,2024-02-06 08:00:00
874,10,Weekend getaway,#weekend,270,16,35,2024-02-06 09:00:00
875,5,Enjoying the sunset,#nature,723,26,57,2024-02-06 10:00:00
876,19,Dinner with friends,#goodtimes,613,33,35,2024-02-06 11:00:00
877,17,Coffee time,#coffee,493,53,38,2024-02-06 12:00:00
878,5,Healthy living,#healthyliving,497,16,39,2024-02-06 13:00:00
879,2,Sunset views,#sky,463,25,59,2024-02-06 14:00:00
880,5,Sunset views,#views,484,16,69,2024-02-06 15:00:00
881,6,Feeling blessed,#grateful,432,27,61,2024-02-06 16:00:00
882,15,Coffee time,#morning,359,10,54,2024-02-06 17:00:00
883,6,a sad day for us all,#sad,697,47,85,2024-02-06 18:00:00
884,20,Healthy breakfast,#healthy,674,28,95,2024-02-06 19:00:00
885,2,Family time,#family,657,46,41,2024-02-06 20:00:00
886,4,Road trip,#travel,742,67,104,2024-02-06 21:00:00
887,19,the sad fact is that he's lost his touch,#lost,794,46,131,2024-02-06 22:00:00
888,11,Love this beach,#ocean,342,28,22,2024-02-06 23:00:00
889,9,I am feeling very sad,#feel,403,34,22,2024-02-07 00:00:00
890,11,Exploring the mountains,#hiking,318,21,23,2024-02-07 01:00:00
891,17,"sad to say, she never lived to see it",sad,505,50,88,2024-02-07 02:00:00
892,19,a sad day for us all,#all,594,34,37,2024-02-07 03:00:00
893,14,I am feeling very happy,#joy,606,21,80,2024-02-07 04:00:00
894,13,Road trip,#roadtrip,636,14,85,2024-02-07 05:00:00
895,17,Exploring the mountains,#mountains,590,40,58,2024-02-07 06:00:00
896,9,the sad fact is that he's lost his touch,#lost,408,40,22,2024-02-07 07:00:00
897,3,Enjoying the sunset,#nature,318,16,26,2024-02-07 08:00:00
898,19,Beach day,#beach,526,42,68,2024-02-07 09:00:00
899,5,Dinner with friends,#dinner,550,15,107,2024-02-07 10:00:00
900,5,Workout motivation,#workout,674,12,131,2024-02-07 11:00:00
901,18,Travel goals,#adventure,344,30,45,2024-02-07 12:00:00
902,16,Healthy living,#fitness,507,59,94,2024-02-07 13:00:00
903,5,Beach day,#sun,630,17,105,2024-02-07 14:00:00
904,11,Coffee time,#morning,302,17,17,2024-02-07 15:00:00
905,18,"they looked at her with sad, anxious faces",#anxious,365,33,69,2024-02-07 16:00:00
906,15,Dinner with friends,#goodtimes,355,12,64,2024-02-07 17:00:00
907,11,City lights,#city,432,35,58,2024-02-07 18:00:00
908,19,Morning vibes,#morning,873,63,85,2024-02-07 19:00:00
909,8,a sad day for us all,#day,714,56,92,2024-02-07 20:00:00
910,5,Exploring the mountains,#nature,1024,19,142,2024-02-07 21:00:00
911,13,Family time,#love,1124,20,64,2024-02-07 22:00:00
912,3,it makes me sad,#trauma,353,17,59,2024-02-07 23:00:00
913,13,Coffee time,#caffeine,827,13,156,2024-02-08 00:00:00
914,13,Morning vibes,#sunrise,811,16,57,2024-02-08 01:00:00
915,4,it makes me sad,#trauma,600,48,112,2024-02-08 02:00:00
916,16,the sad fact is that he's lost his touch,#touch,590,44,101,2024-02-08 03:00:00
917,6,"sad to say, she never lived to see it",#lived,491,33,39,2024-02-08 04:00:00
918,9,Family time,#family,295,33,40,2024-02-08 05:00:00
919,8,Exploring the mountains,#mountains,420,50,65,2024-02-08 06:00:00
920,20,Beach day,#sun,542,13,73,2024-02-08 07:00:00
921,10,Road trip,#travel,221,18,12,2024-02-08 08:00:00
922,19,Enjoying the sunset,#nature,801,56,131,2024-02-08 09:00:00
923,2,a sad day for us all,#all,486,33,35,2024-02-08 10:00:00
924,19,it makes me sad,#trauma,644,29,71,2024-02-08 11:00:00
925,9,I am feeling very happy,#feel,421,35,44,2024-02-08 12:00:00
926,8,Hiking adventures,#outdoors,340,53,53,2024-02-08 13:00:00
927,10,Travel goals,#explore,256,17,16,2024-02-08 14:00:00
928,13,Workout motivation,#motivation,795,16,146,2024-02-08 15:00:00
929,9,Enjoying the sunset,#evening,549,56,34,2024-02-08 16:00:00
930,9,a sad day for us all,#day,298,29,33,2024-02-08 17:00:00
931,1,Healthy breakfast,#breakfast,1421,86,168,2024-02-08 18:00:00
932,4,Dinner with friends,#friends,743,69,111,2024-02-08 19:00:00
933,14,a sad day for us all,#sad,768,34,80,2024-02-08 20:00:00
934,8,Road trip,#roadtrip,562,76,70,2024-02-08 21:00:00
935,18,Healthy living,#wellness,483,36,26,2024-02-08 22:00:00
936,10,Throwback to summer,#throwback,381,25,73,2024-02-08 23:00:00
937,7,I am feeling very sad,#low,376,44,40,2024-02-09 00:00:00
938,12,Sunset views,#sunset,259,35,49,2024-02-09 01:00:00
939,11,Healthy living,#healthyliving,305,23,28,2024-02-09 02:00:00
940,2,Healthy breakfast,#food,484,31,80,2024-02-09 03:00:00
941,19,Sunset views,#views,583,35,69,2024-02-09 04:00:00
942,1,it makes me sad,#trauma,792,56,135,2024-02-09 05:00:00
943,19,Chasing waterfalls,#hiking,496,42,81,2024-02-09 06:00:00
944,1,Weekend getaway,#weekend,928,45,165,2024-02-09 07:00:00
945,7,Throwback to summer,#summer,371,53,60,2024-02-09 08:00:00
946,20,"they looked at her with sad, anxious faces",#sad,580,17,108,2024-02-09 09:00:00
947,1,Feeling blessed,#grateful,707,48,140,2024-02-09 10:00:00
948,9,I am feeling very happy,#joy,415,32,41,2024-02-09 11:00:00
949,16,Road trip,#roadtrip,472,46,63,2024-02-09 12:00:00
950,5,City lights,#city,641,15,79,2024-02-09 13:00:00
951,3,it makes me sad,#stress,199,9,25,2024-02-09 14:00:00
952,7,Throwback to summer,#memories,403,52,29,2024-02-09 15:00:00
953,2,Dinner with friends,#goodtimes,418,34,31,2024-02-09 16:00:00
954,8,Feeling blessed,#thankful,350,54,47,2024-02-09 17:00:00
955,19,Coffee time,#morning,925,63,118,2024-02-09 18:00:00
956,14,Love this beach,#beach,763,34,91,2024-02-09 19:00:00
957,6,Love this beach,#sun,767,53,121,2024-02-09 20:00:00
958,2,"sad to say, she never lived to see it",sad,891,36,145,2024-02-09 21:00:00
959,16,Road trip,#adventure,755,61,103,2024-02-09 22:00:00
960,18,it makes me sad,#stress,461,39,47,2024-02-09 23:00:00
961,6,Morning vibes,#sunrise,385,26,23,2024-02-10 00:00:00
962,15,Chasing waterfalls,#nature,285,12,16,2024-02-10 01:00:00
963,6,Morning vibes,#sunrise,444,36,65,2024-02-10 02:00:00
964,14,Feeling blessed,#blessed,504,17,43,2024-02-10 03:00:00
965,17,Beach day,#sun,483,54,83,2024-02-10 04:00:00
966,10,Healthy breakfast,#breakfast,242,17,47,2024-02-10 05:00:00
967,7,Dinner with friends,#goodtimes,387,53,62,2024-02-10 06:00:00
968,1,Healthy living,#fitness,679,47,72,2024-02-10 07:00:00
969,18,"they looked at her with sad, anxious faces",#faces,390,33,27,2024-02-10 08:00:00
970,15,Morning vibes,#morning,315,11,59,2024-02-10 09:00:00
971,17,Throwback to summer,#summer,514,46,39,2024-02-10 10:00:00
972,19,Travel goals,#adventure,535,40,91,2024-02-10 11:00:00
973,4,I am feeling very sad,#sad,518,47,87,2024-02-10 12:00:00
974,4,"sad to say, she never lived to see it",sad,569,55,29,2024-02-10 13:00:00
975,11,it makes me sad,#depression,234,23,45,2024-02-10 14:00:00
976,20,"sad to say, she never lived to see it",#lived,658,13,101,2024-02-10 15:00:00
977,5,Workout motivation,#fitness,530,13,37,2024-02-10 16:00:00
978,15,a sad day for us all,#sad,365,13,56,2024-02-10 17:00:00
979,15,Family time,#family,510,16,98,2024-02-10 18:00:00
980,12,City lights,#nightlife,362,52,58,2024-02-10 19:00:00
981,13,City lights,#nightlife,1167,24,74,2024-02-10 20:00:00
982,9,Morning vibes,#freshstart,539,56,103,2024-02-10 21:00:00
983,12,the sad fact is that he's lost his touch,#touch,364,44,27,2024-02-10 22:00:00
984,18,Workout motivation,#motivation,536,48,92,2024-02-10 23:00:00
985,20,"they looked at her with sad, anxious faces",#anxious,559,16,86,2024-02-11 00:00:00
986,8,"sad to say, she never lived to see it",sad,383,37,68,2024-02-11 01:00:00
987,18,a sad day for us all,#all,365,33,26,2024-02-11 02:00:00
988,6,Hiking adventures,#adventure,542,26,105,2024-02-11 03:00:00
989,19,Coffee time,#caffeine,558,33,73,2024-02-11 04:00:00
990,6,Dinner with friends,#dinner,533,26,84,2024-02-11 05:00:00
991,19,Enjoying the sunset,#nature,783,59,95,2024-02-11 06:00:00
992,6,Feeling blessed,#thankful,473,30,64,2024-02-11 07:00:00
993,18,Coffee time,#coffee,361,32,69,2024-02-11 08:00:00
994,11,City lights,#urban,226,21,19,2024-02-11 09:00:00
995,3,Family time,#family,199,9,17,2024-02-11 10:00:00
996,19,Enjoying the sunset,#sunset,895,43,98,2024-02-11 11:00:00
997,15,Healthy living,#fitness,363,10,35,2024-02-11 12:00:00
998,13,Coffee time,#caffeine,645,13,98,2024-02-11 13:00:00
999,8,Healthy breakfast,#food,337,43,46,2024-02-11 14:00:00
1000,7,Throwback to summer,#throwback,451,37,24,2024-02-11 15:00:00
